Event,Site,UTCDate,UTCTime,White,Black,Result,WhiteElo,BlackElo,TimeControl,Termination,PlyCount,MoveCount
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/fBMNttlv,2025.12.01,00:00:41,pichinzenayt,parnia_ajally,1-0,1885,1877,180+0,Normal,129,65
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/MHS6lBA3,2025.12.01,00:00:41,Stigh,chils,0-1,1835,1835,180+0,Normal,54,27
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/yCbiZQBD,2025.12.01,00:00:41,davidjidov,acelutherduran,0-1,1861,1838,180+0,Time forfeit,98,49
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/slVf0JtT,2025.12.01,00:00:41,campunder,Jeffryorozco,0-1,1807,1832,180+0,Normal,58,29
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/xW1182ls,2025.12.01,00:00:41,dixie7,telma28,1-0,1805,1803,180+0,Time forfeit,57,29
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/mE5fTD3S,2025.12.01,00:00:41,Danny0628,l1ch1n45,1/2-1/2,1788,1794,180+0,Normal,30,15
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/REGXoPAT,2025.12.01,00:00:41,khalegh1313,Tuprima,0-1,1774,1765,180+0,Time forfeit,32,16
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/08rq6iwE,2025.12.01,00:00:41,Pedrofor,Botirkamchatka,0-1,1744,1714,180+0,Normal,152,76
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/eVjGtbfv,2025.12.01,00:00:41,TheManInTheArena,esteb64,0-1,1695,1700,180+0,Time forfeit,58,29
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/s6oOwLsW,2025.12.01,00:00:41,MosanSantos,Ulthamar,1/2-1/2,1676,1680,180+0,Normal,113,57
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/fTp80ppf,2025.12.01,00:00:41,batrasunil2609,XADREZ57,1-0,1670,1664,180+0,Time forfeit,73,37
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/AphzMxaF,2025.12.01,00:00:41,zolika18,Mohammad_Bayat,1-0,1634,1663,180+0,Time forfeit,83,42
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/TZpwQ0dc,2025.12.01,00:00:41,patricciocorrea,Janan1400,0-1,1564,1470,180+0,Time forfeit,62,31
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/uiYojgkU,2025.12.01,00:00:41,ENROQUEalTOQUE,venuagal,0-1,1364,1401,180+0,Normal,56,28
Rated Blitz tournament https://lichess.org/tournament/CyKPASuu,https://lichess.org/7FEn1Sz1,2025.12.01,00:00:41,ravish27,trojanisaac,0-1,1194,1202,180+0,Normal,36,18
Rated Bullet game,https://lichess.org/ao7IVkRW,2025.12.01,00:00:41,masterwulee,lmao122,0-1,1960,1950,60+0,Normal,92,46
Rated Rapid game,https://lichess.org/s2y0WhZr,2025.12.01,00:00:41,Wiserage,cheSophic,0-1,1447,1361,360+3,Normal,48,24
Rated Blitz game,https://lichess.org/F6OlfUKa,2025.12.01,00:00:41,merrypuffins,JTPERE79,0-1,1782,1806,180+0,Normal,48,24
Rated Bullet game,https://lichess.org/6SzfFaow,2025.12.01,00:00:42,Drogaicev_Oleksandr,masoud1996,0-1,1980,2006,60+0,Time forfeit,80,40
Rated UltraBullet game,https://lichess.org/9zweo4gA,2025.12.01,00:00:42,Bokowski,gmutyala,0-1,1116,962,15+0,Time forfeit,40,20
Rated UltraBullet game,https://lichess.org/KgRMgda3,2025.12.01,00:00:42,RigelFork,lichinut,1-0,1827,1769,15+0,Time forfeit,49,25
Rated Blitz game,https://lichess.org/6QKlrl9L,2025.12.01,00:00:42,namdor,eydivandimahmood,0-1,1834,1924,180+2,Normal,86,43
Rated Blitz game,https://lichess.org/oFko8vuK,2025.12.01,00:00:43,CALENDULA26,tSocialEngineer,0-1,1162,1170,300+0,Normal,26,13
Rated Rapid game,https://lichess.org/egZz0NUz,2025.12.01,00:00:43,Ricado,oskimosky,1-0,1321,1320,600+0,Normal,59,30
Rated Blitz game,https://lichess.org/IpTCvttB,2025.12.01,00:00:43,sarkineuII,ercoleg,0-1,1811,1729,180+2,Time forfeit,90,45
Rated Blitz game,https://lichess.org/er1nV57S,2025.12.01,00:00:43,ErmeteMagno,ishowtecnic,0-1,1104,1047,180+2,Normal,72,36
Rated Blitz game,https://lichess.org/RNHmRvgH,2025.12.01,00:00:43,Einhornpanzer,Neo528,0-1,1262,1254,180+2,Normal,39,20
Rated Blitz game,https://lichess.org/1BUHvQeD,2025.12.01,00:00:43,zasser-5775,javier28pe,1/2-1/2,1542,1553,180+2,Normal,74,37
Rated Bullet game,https://lichess.org/yPuzJJOM,2025.12.01,00:00:00,CHESSFFB1000,Matthew123Nemr,1-0,1970,1703,45+0,Normal,49,25
Rated Blitz game,https://lichess.org/RLa1GSZS,2025.12.01,00:00:00,Raparossa,E-mohmmad,1-0,1384,1315,300+0,Normal,25,13
Rapid swiss https://lichess.org/swiss/VCsWoIV1,https://lichess.org/ifUMWPWT,2025.12.01,00:00:00,Maya_Son,silzur,0-1,1492,1872,600+5,Normal,41,21
Rapid swiss https://lichess.org/swiss/VCsWoIV1,https://lichess.org/uypue2DP,2025.12.01,00:00:00,bomchess,maxsud57,1/2-1/2,1936,1642,600+5,Normal,112,56
Classical swiss https://lichess.org/swiss/k4518q21,https://lichess.org/sUeY2A1w,2025.12.01,00:00:00,alex11star,NikitaShcherba,1-0,1857,1579,1800+0,Normal,93,47
Classical swiss https://lichess.org/swiss/k4518q21,https://lichess.org/Hd0osIMm,2025.12.01,00:00:00,Kharlov,pinolew,0-1,1786,1941,1800+0,Time forfeit,0,0
Rapid swiss https://lichess.org/swiss/3VOTkygF,https://lichess.org/Ca85HIk8,2025.12.01,00:00:00,Mayonnaise732,Stefrkv,1-0,1428,1362,900+10,Normal,63,32
Rapid swiss https://lichess.org/swiss/3VOTkygF,https://lichess.org/TLgeNfPX,2025.12.01,00:00:00,maximus5328,FunnyMars1,1-0,1364,1583,900+10,Normal,53,27
Rapid swiss https://lichess.org/swiss/WhrKCdpx,https://lichess.org/McZDIIin,2025.12.01,00:00:01,sleepywithahoodie,PawnDemolisher9,1-0,1969,1583,600+2,Normal,147,74
Rapid swiss https://lichess.org/swiss/WhrKCdpx,https://lichess.org/Rjp9KH9w,2025.12.01,00:00:01,DarSmurph,jloychin,0-1,1701,2208,600+2,Normal,58,29
Rated Rapid game,https://lichess.org/zNGHnJA8,2025.12.01,00:00:02,bebeasado,Neadelly,0-1,1251,1347,1020+0,Normal,32,16
Rated Blitz game,https://lichess.org/fi5AK6x0,2025.12.01,00:00:02,mukkegeve,Gedoens,0-1,1913,1995,180+0,Time forfeit,84,42
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/4N85rMZt,2025.12.01,00:00:02,dhiroshan,Archerkids_100921,0-1,1313,1342,600+5,Normal,36,18
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/q3xgBlNA,2025.12.01,00:00:02,VaibhavMeenakshi246,BhumikaRajput,1-0,1404,1432,600+5,Normal,65,33
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/3KH5BQ8v,2025.12.01,00:00:02,Adilet_2016,VividhVijay,0-1,1259,1299,600+5,Abandoned,0,0
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/aba21KEa,2025.12.01,00:00:02,pete_grandmaster,dheera0709,0-1,1220,1246,600+5,Normal,40,20
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/GWgbGzmo,2025.12.01,00:00:02,loukikchandu,HaraP-2013,1-0,1213,1217,600+5,Normal,53,27
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/z5nPPT1V,2025.12.01,00:00:02,DhairyaRajput,MahithRachamalla,1/2-1/2,1172,1171,600+5,Normal,65,33
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/T5gGtRiW,2025.12.01,00:00:02,SarvepalliGritik_28,Sansri42,1-0,1139,1142,600+5,Normal,61,31
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/As3mlFDQ,2025.12.01,00:00:02,VK2025,Sompallijanav,0-1,1055,1122,600+5,Normal,112,56
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/NXtKT5wo,2025.12.01,00:00:02,vishyb,ViaanN8,1-0,1016,1020,600+5,Normal,11,6
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/sIikxUWy,2025.12.01,00:00:02,ThamanAravind,Gunju1234,1-0,1016,1007,600+5,Normal,51,26
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/1qFCqBH7,2025.12.01,00:00:02,aarushjanakiraman,PastPaleLemon,0-1,976,990,600+5,Normal,138,69
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/vablUxmw,2025.12.01,00:00:02,Rehansh_archer,Dhanvi_31,1-0,968,953,600+5,Normal,105,53
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/OWOvOTKS,2025.12.01,00:00:02,AbhayKot,Aarushblade,0-1,904,921,600+5,Normal,76,38
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/aVBB4u1O,2025.12.01,00:00:02,ark2025,AadyaNanda,1/2-1/2,900,889,600+5,Normal,129,65
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/YSMPzkqq,2025.12.01,00:00:02,Ashwinarun16,Sid-G,1-0,881,887,600+5,Normal,47,24
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/9aQcgM3Q,2025.12.01,00:00:02,Shamyuktha1,Shar-y,0-1,860,848,600+5,Normal,88,44
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/1mFBGb8b,2025.12.01,00:00:02,balavirus,ARCHERKIDS_101573,0-1,835,826,600+5,Normal,34,17
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/XR4AGG1M,2025.12.01,00:00:02,Santan2014,garvik2018,0-1,797,787,600+5,Normal,48,24
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/ggCixEQy,2025.12.01,00:00:02,Srinivasavihaan02,Sumithra123,0-1,758,758,600+5,Abandoned,0,0
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/JGW95Et1,2025.12.01,00:00:02,Ruhi-s,RishaanV,1-0,738,642,600+5,Normal,19,10
Rated Rapid tournament https://lichess.org/tournament/iw2GJ3oa,https://lichess.org/CBWgXMn9,2025.12.01,00:00:02,the_learner455,aaritkh,0-1,635,605,600+5,Normal,2,1
Rated Rapid game,https://lichess.org/1THuteyG,2025.12.01,00:00:02,jacintoaquinorego,alegonzalez19,0-1,2046,2139,600+0,Normal,28,14
Rated Rapid game,https://lichess.org/xjHTFeAA,2025.12.01,00:00:02,yuriiwe,Manukkk,1-0,1770,1702,600+0,Normal,33,17
Rated Rapid game,https://lichess.org/fgljsdkx,2025.12.01,00:00:02,Carlos123ok,Willi_1SGH,1-0,1272,1160,600+0,Normal,27,14
Rated Rapid game,https://lichess.org/HcoMKpfh,2025.12.01,00:00:02,Chef_Z,Lghouta,1-0,2004,1361,600+0,Normal,19,10
Rated Rapid game,https://lichess.org/h4uSJjzJ,2025.12.01,00:00:02,RBnapada,peterfainsaniii,1-0,1117,1134,600+0,Normal,25,13
Rated Rapid game,https://lichess.org/JYio5gAU,2025.12.01,00:00:02,Abuumar,j5l32,1-0,2017,1889,600+0,Normal,99,50
Rated Rapid game,https://lichess.org/Gcxp9Llz,2025.12.01,00:00:02,sawakaga,Yung_A_G,1-0,1137,1097,600+0,Normal,55,28
Rated Rapid game,https://lichess.org/nrEzj35z,2025.12.01,00:00:02,NOHCHO6969,Pavlo_1973,1-0,1606,1511,600+0,Normal,101,51
Rated Rapid game,https://lichess.org/2w7k0DNv,2025.12.01,00:00:02,Lamri07,MarcDave,1-0,1856,1873,600+0,Normal,65,33
Rated Rapid game,https://lichess.org/KknzZ85v,2025.12.01,00:00:02,gaouaouifrankel,patriciomtz,1-0,1174,1297,600+0,Normal,59,30
Rated Rapid game,https://lichess.org/FoxiOsAT,2025.12.01,00:00:02,Ahmed7412,toorteeb,0-1,1651,1629,600+0,Time forfeit,80,40
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/UQFpCott,2025.12.01,00:00:02,aarav_chess2016,neil2227,1-0,1057,400,420+5,Normal,31,16
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/bmedTy9C,2025.12.01,00:00:02,Keno2015,Adi_bhiwani,0-1,451,1110,420+5,Normal,40,20
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/FafYEZOc,2025.12.01,00:00:02,KabirDesai,Saivihaan_salapakkam,1-0,1150,690,420+5,Normal,23,12
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/MhUBjrLb,2025.12.01,00:00:02,ChrislynSarah2020,Nakulmanokarsuga2014,0-1,759,1165,420+5,Normal,46,23
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/tbvDv9Wm,2025.12.01,00:00:02,Muyunlu,jislove85,1-0,1191,796,420+5,Normal,57,29
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/ZhLBkvZ9,2025.12.01,00:00:02,Mikhaela_MT,Shawng09,0-1,806,1196,420+5,Normal,108,54
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/EuXrIT5F,2025.12.01,00:00:02,Aradhya_2016,Swifty1989,1-0,1310,841,420+5,Normal,41,21
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/xaB5Egxz,2025.12.01,00:00:02,harish_2013,Haseeb-M,0-1,841,1367,420+5,Normal,112,56
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/M4rY1T66,2025.12.01,00:00:02,Alikhan1001,Sfamily4ever,1-0,1379,848,420+5,Normal,67,34
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/iVMXfOHH,2025.12.01,00:00:02,DakChess21,ShanvithNandan0304,0-1,881,1404,420+5,Normal,104,52
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/4IWcLRIz,2025.12.01,00:00:02,rudra_singh123,ninjaaarav,1-0,1435,895,420+5,Normal,31,16
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/4PWjcmiZ,2025.12.01,00:00:02,dnath2015,SVBUDAMAGUNTA,1-0,958,1500,420+5,Normal,21,11
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/oOvl4EIm,2025.12.01,00:00:02,medhs06,queenmaiden,0-1,1500,991,420+5,Normal,100,50
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/dRpfBFpo,2025.12.01,00:00:02,SAIVIHAANSH,HimankThappa020913,0-1,1009,1670,420+5,Normal,68,34
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/LgQvdxNJ,2025.12.01,00:00:02,REYAANSHNAGISETTY,Vedansh-1,1-0,1767,1052,420+5,Normal,115,58
Rapid swiss https://lichess.org/swiss/Y7crf24a,https://lichess.org/70Rnwl1f,2025.12.01,00:00:02,ashi_bhIWANI,rsingh29,0-1,1057,1857,420+5,Normal,36,18
Rated Blitz game,https://lichess.org/I90Q6mvG,2025.12.01,00:00:02,nagmat,BlueStone2,0-1,2043,1971,180+0,Normal,50,25
Rated Blitz game,https://lichess.org/n1A9UCXo,2025.12.01,00:00:02,hfdfhoug,Doktor_nauka,0-1,1902,1875,180+0,Normal,33,17
Rated Blitz game,https://lichess.org/mzrofNl9,2025.12.01,00:00:02,nava_d24,angladachess,0-1,1642,1641,180+0,Normal,64,32
Rated Blitz game,https://lichess.org/zCB1hyw0,2025.12.01,00:00:02,amdx1,information19700707,0-1,1323,1368,180+0,Normal,56,28
Rated Bullet game,https://lichess.org/dwq0BaAc,2025.12.01,00:00:28,T2_1and3_2,Priemlemyi_russkiy,1-0,1991,1851,0+1,Normal,87,44
Rated Bullet game,https://lichess.org/92AIFzAo,2025.12.01,00:00:29,Mane_of_Chaos,gschwellti,1-0,1810,1808,120+1,Normal,75,38
Rated Bullet game,https://lichess.org/lthC6B6m,2025.12.01,00:00:29,sn1ps192,miguelmendozas,1-0,1206,1306,120+1,Normal,61,31
Rated Bullet game,https://lichess.org/7pNzBFDd,2025.12.01,00:00:29,rikudou78,Greixdel60,0-1,1928,1958,120+1,Normal,122,61
Rated Bullet game,https://lichess.org/H6gqoV69,2025.12.01,00:00:29,CEZALIER,LaykovN,1-0,1494,1475,120+1,Normal,105,53
Rated Bullet game,https://lichess.org/0WS3Rwpm,2025.12.01,00:00:29,JunctionPool,benyaich,1-0,1666,1687,120+1,Normal,49,25
Rated Bullet game,https://lichess.org/iU104K6k,2025.12.01,00:00:29,G_Zamponi,uatwo,0-1,1431,1427,120+1,Normal,52,26
Rated Bullet game,https://lichess.org/VqfRq3al,2025.12.01,00:00:29,ichbinrentner,facuajp,1-0,2115,2091,120+1,Time forfeit,69,35
Rated Bullet game,https://lichess.org/m7yHXZzP,2025.12.01,00:00:29,surunoeb,chessmate74,0-1,1332,1394,120+1,Normal,28,14
Rated Bullet game,https://lichess.org/s3XG97Xx,2025.12.01,00:00:29,DianoJunior,edgarlugodavila,0-1,1692,1702,120+1,Time forfeit,70,35
Rated Bullet game,https://lichess.org/vT5YpCdj,2025.12.01,00:00:29,vitaminj8,Havocjk999,1/2-1/2,1570,1612,120+1,Normal,136,68
Rated Bullet game,https://lichess.org/075vVGsO,2025.12.01,00:00:29,RICARDO0101,xiamara23,0-1,1887,1831,120+1,Normal,76,38
Rated Bullet game,https://lichess.org/ASHeNrCA,2025.12.01,00:00:29,hsoona,Alexij13,0-1,1446,1438,120+1,Normal,45,23
Rated Bullet game,https://lichess.org/EzYs1MJe,2025.12.01,00:00:29,trlima123,gusfig,1-0,1411,1393,120+1,Normal,91,46
Rated Rapid game,https://lichess.org/eg1WV453,2025.12.01,00:00:29,Niklas969,xXxFISHER777xXx,1-0,1781,1768,600+0,Time forfeit,83,42
Rated Blitz game,https://lichess.org/3K8gKJqr,2025.12.01,00:00:29,SourceOfAllEvil,Egor_Erofeev,1-0,1792,1796,180+0,Normal,73,37
Rated Blitz game,https://lichess.org/ABKZfLqv,2025.12.01,00:00:29,ter18,guazun,0-1,2008,1978,180+0,Normal,62,31
Rated Blitz game,https://lichess.org/HLLZq0Ed,2025.12.01,00:00:29,ALPHA_TRACKER,guticl,1-0,1732,1733,180+0,Time forfeit,105,53
Rated Blitz game,https://lichess.org/M2L0oDx7,2025.12.01,00:00:29,Sitohang11,JOMALLEY,1-0,1209,1146,180+0,Normal,113,57
Rated Blitz game,https://lichess.org/GLFQcZNL,2025.12.01,00:00:29,Samedov_Ramin,jpso,0-1,1644,1680,180+0,Normal,26,13
Rated Blitz game,https://lichess.org/2C3oIaUp,2025.12.01,00:00:29,agstaria,Politix,0-1,1613,1637,180+0,Normal,78,39
Rated Blitz game,https://lichess.org/JodvBcpB,2025.12.01,00:00:29,choluteca,nerdeando,0-1,1744,1787,180+0,Time forfeit,96,48
Rated Blitz game,https://lichess.org/JG2HlDfX,2025.12.01,00:00:29,MortnGay,sergeikim2003,1-0,2457,2465,180+0,Time forfeit,99,50
Rated Blitz game,https://lichess.org/98RTNIrc,2025.12.01,00:00:29,tigrenrike,PIRA67,1-0,1992,1890,180+0,Normal,57,29
Rated Blitz game,https://lichess.org/EJhN1WMf,2025.12.01,00:00:29,galaxcywcx,Aish_mp4,1-0,2344,2335,180+0,Time forfeit,121,61
Rated Blitz game,https://lichess.org/HVhI8tv2,2025.12.01,00:00:29,lobito18-24,Mitaukko,1-0,1457,1458,180+0,Normal,81,41
Rated Blitz game,https://lichess.org/6f0d2kXs,2025.12.01,00:00:29,Amodelsol14,quantum100,0-1,1533,1503,180+0,Normal,86,43
Rated Blitz game,https://lichess.org/1hFwgFNB,2025.12.01,00:00:29,GrandmasterGanondorf,mobnemm,0-1,2286,2116,180+0,Normal,40,20
Rated Blitz game,https://lichess.org/2dAVhAVj,2025.12.01,00:00:29,fitbillys,maguajedres,1-0,1574,1545,180+0,Normal,79,40
Rated Blitz game,https://lichess.org/O7ZJuLqu,2025.12.01,00:00:29,maxi2023,ArturDzug,1-0,1832,1844,180+0,Normal,45,23
Rated Blitz game,https://lichess.org/J2WiWOmv,2025.12.01,00:00:29,JuraTempest,Richardini,1-0,2160,2183,180+0,Normal,91,46
Rated Blitz game,https://lichess.org/Ql5GqBz8,2025.12.01,00:00:29,eusidvirto,Mauri778,1-0,1870,1907,180+0,Time forfeit,75,38
Rated Blitz game,https://lichess.org/zDvqXttP,2025.12.01,00:00:29,Ishkaar,Contangoed,1-0,1277,1246,180+0,Normal,27,14
Rated Blitz game,https://lichess.org/FH6aLGcg,2025.12.01,00:00:29,isaacdbrown2,NiVaJune19,1-0,985,840,180+0,Normal,2,1
Rated Bullet game,https://lichess.org/CTrvvQ66,2025.12.01,00:00:29,schmekket,galdeirsy,0-1,1890,1876,60+0,Normal,62,31
Rated Bullet game,https://lichess.org/H0cJh0ro,2025.12.01,00:00:29,LifeRiddle,gerdaxxx,0-1,1507,1489,60+0,Normal,64,32
Rated Bullet game,https://lichess.org/8de6RDW3,2025.12.01,00:00:29,edwfher81,Phile89,1-0,1609,1624,60+0,Normal,41,21
Rated Bullet game,https://lichess.org/92K698wq,2025.12.01,00:00:29,zdav_crez,individualperson,0-1,2297,2281,60+0,Normal,60,30
Rated Bullet game,https://lichess.org/F6DhbI8O,2025.12.01,00:00:29,puzzleracer2007,Anti_London,0-1,2796,2806,60+0,Normal,64,32
Rated Bullet game,https://lichess.org/Bk2yf9qe,2025.12.01,00:00:29,ArjunB09,VikaMika101,0-1,1156,1194,60+0,Normal,48,24
Rated Bullet game,https://lichess.org/L32h25JE,2025.12.01,00:00:29,sportendestefan,senpai_jam,1-0,1881,1856,60+0,Time forfeit,79,40
Rated Bullet game,https://lichess.org/X5X2Hxcm,2025.12.01,00:00:29,roshan123456,m2malih,0-1,2150,2128,60+0,Normal,56,28
Rated Bullet game,https://lichess.org/UZsHk3QV,2025.12.01,00:00:29,danielesco,Kodakmaa,0-1,1252,1282,60+0,Time forfeit,66,33
Rated Bullet game,https://lichess.org/xs0Yu1LT,2025.12.01,00:00:29,Gproto,Alaa2000111,1-0,1645,1645,60+0,Time forfeit,65,33
Rated Bullet game,https://lichess.org/pjbBz4Fl,2025.12.01,00:00:29,Puncher_de_Pablo,baturrico,1-0,1327,1327,60+0,Time forfeit,53,27
Rated Bullet game,https://lichess.org/dAeCuDa9,2025.12.01,00:00:29,georgeth24,rehan_mahat,1-0,2058,1954,60+0,Time forfeit,71,36
Rated Bullet game,https://lichess.org/EDsHGKXD,2025.12.01,00:00:29,ELIAS-h,laufer_02,1-0,1665,1691,60+0,Normal,111,56
Rated Bullet game,https://lichess.org/NCdao3da,2025.12.01,00:00:29,misterpressure,Jorrss,0-1,1900,1906,60+0,Normal,32,16
Rated Blitz game,https://lichess.org/YCoY41GL,2025.12.01,00:00:30,Pavelreyes1978,AudaciousPatzer,0-1,2407,2488,180+2,Time forfeit,50,25
Rated Blitz game,https://lichess.org/VSuCM16m,2025.12.01,00:00:30,Moindjie,Tester-2025,1-0,2133,2213,180+2,Time forfeit,59,30
Rated Blitz game,https://lichess.org/Ws2xOIWG,2025.12.01,00:00:30,Valentinc013,KerikoN,1-0,1767,1789,180+2,Normal,51,26
Rated Blitz game,https://lichess.org/Jx7ge8Fs,2025.12.01,00:00:30,lord1k66,Adamkhairullazhar,1-0,1185,1160,180+2,Normal,75,38
Rated Blitz game,https://lichess.org/bOhULCKp,2025.12.01,00:00:30,pingpong54,Bearfighter,1-0,1818,1847,180+2,Time forfeit,71,36
Rated Blitz game,https://lichess.org/II0Rhhfr,2025.12.01,00:00:30,mehranastineh,Fullsender420,0-1,2018,2101,180+2,Normal,128,64
Rated Blitz game,https://lichess.org/mQUfqZ47,2025.12.01,00:00:30,TaufikTasia,fishingforfilian,0-1,2125,2132,180+2,Time forfeit,124,62
Rated Blitz game,https://lichess.org/vCIehBFo,2025.12.01,00:00:30,What_is_acceptable,Oldstoney93,1-0,1493,1464,180+2,Normal,75,38
Rated Blitz game,https://lichess.org/x3Qj0pIo,2025.12.01,00:00:30,ronaldoc7,Tabs21xd,0-1,1305,1396,180+2,Normal,70,35
Rated Blitz game,https://lichess.org/fYMth7Tj,2025.12.01,00:00:30,khimsteo,loay56,0-1,801,806,180+2,Time forfeit,36,18
Rated Blitz game,https://lichess.org/uZfdeJvv,2025.12.01,00:00:30,hyderho,JAMILCUBERO30,0-1,1153,1078,180+2,Time forfeit,76,38
Rated Blitz game,https://lichess.org/CwVSwXqJ,2025.12.01,00:00:30,Rovshan_Baku,Child_in_time,1-0,1941,1964,180+2,Time forfeit,99,50
Rated Blitz game,https://lichess.org/IJK1ZH8H,2025.12.01,00:00:30,Greg60LD,hfv1606,1-0,990,842,180+2,Time forfeit,27,14
Rated Blitz game,https://lichess.org/p4hcYGPz,2025.12.01,00:00:30,StaFF023,MAGV,1-0,1791,1791,180+2,Normal,17,9
Rated Blitz game,https://lichess.org/PDXDRnMi,2025.12.01,00:00:30,milantod,andjelkomilosevic,0-1,1857,1859,180+2,Time forfeit,44,22
Rated Blitz game,https://lichess.org/NHknNhtN,2025.12.01,00:00:30,qatyen,Salloca-salloca1,0-1,1332,1332,300+0,Time forfeit,98,49
Rated Blitz game,https://lichess.org/wckxKjjD,2025.12.01,00:00:34,yushiro00o,Chang25,1-0,884,1118,180+0,Time forfeit,91,46
Rated Blitz game,https://lichess.org/u2MMMrzW,2025.12.01,00:00:34,MS_Love,bitlisumit,0-1,1490,1624,180+0,Normal,76,38
Rated Blitz game,https://lichess.org/WKptOYN9,2025.12.01,00:00:34,feripasha,statementxp,0-1,1413,1386,180+0,Time forfeit,74,37
